指标,角色,问题,问题的不同的问法,问题类型,主题,指标名称,开始时间/基准时间,结束时间/对比时间,统计时效,维度(分组),限定条件,排序字段,排序方向,TopN,指标单位,精度,表,字段,答案-SQL部分,推荐的关联问题,结果+分析解读部分,
毛利同比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",今年到目前为止，西湖店的销售额同比增长了多少？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利同比,"老板【总部】,采购【总部】,营销【总部】",上个月母婴品类的销售额同比增长了多少？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利同比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区上个月母婴品类的销售额同比增长了多少？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利同比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",西湖店上个月母婴品类的销售额同比增长了多少？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利同比,"老板【总部】,采购【总部】,营销【总部】",上周金枕榴莲销售额同比增长了多少？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利同比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",上周华南区金枕榴莲销售额同比增长了多少？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利同比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",上周西湖店金枕榴莲销售额同比增长了多少？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利同比,"老板【总部】,营销【总部】",上个月线上渠道的销售额同比,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利同比,"老板【总部】,区域经理【总部】,营销【总部】",华南区上个月线上渠道的销售额同比,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利同比,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店上个月线上渠道的销售额同比,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,采购【总部】,营销【总部】",上周的销售额环比,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区上周的销售额环比,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,采购【门店】",西湖店上周的销售额环比,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",西湖店母婴品类上周的销售额环比,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区婴幼儿奶粉小类上周的销售额环比,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,采购【总部】,营销【总部】",上周的销售额环比,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区上周的销售额环比,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,采购【门店】",西湖店上周的销售额环比,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",西湖店母婴品类上周的销售额环比,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区婴幼儿奶粉小类上周的销售额环比,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,采购【总部】,营销【总部】",今年3月份的销售额环比增长,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区今年3月份的销售额环比增长,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,采购【门店】",西湖店今年3月份的销售额环比增长,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",西湖店母婴品类今年3月份的销售额环比增长,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区婴幼儿奶粉小类今年3月份的销售额环比增长,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,采购【总部】,营销【总部】",上个月各区域的销售额环比增长率,,排名类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,采购【总部】,营销【总部】",上个月母婴品类的销售额环比增长了多少？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区上个月母婴品类的销售额环比增长了多少？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",西湖店上个月母婴品类的销售额环比增长了多少？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,采购【总部】,营销【总部】",上周金枕榴莲销售额环比增长了多少？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",上周华南区金枕榴莲销售额环比增长了多少？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",上周西湖店金枕榴莲销售额环比增长了多少？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,营销【总部】",上个月线上渠道的销售额环比,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,营销【总部】",华南区上个月线上渠道的销售额环比,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利环比,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店上个月线上渠道的销售额环比,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,采购【总部】,营销【总部】",上个月，在所有品类中，哪个品类的毛利额贡献最大？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区上个月，在所有品类中，哪个品类的毛利额贡献最大？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,采购【门店】",西湖店上个月，在所有品类中，哪个品类的毛利额贡献最大？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,采购【总部】,营销【总部】",去年，哪些品类对总毛利额的贡献最大？,,分布类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",去年，华南区哪些品类对总毛利额的贡献最大？,,分布类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,采购【门店】",去年，西湖店哪些品类对总毛利额的贡献最大？,,分布类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,采购【总部】,营销【总部】",上个月，哪些门店的毛利贡献最高？,,分布类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",上个月，华南区哪些门店的毛利贡献最高？,,分布类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,营销【总部】",上周，线上和线下渠道对毛利的贡献分别是多少？,,分布类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,区域经理【总部】,营销【总部】",上周，华南区线上和线下渠道对毛利的贡献分别是多少？,,分布类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",上周，西湖店线上和线下渠道对毛利的贡献分别是多少？,,分布类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,采购【总部】,营销【总部】",上个月，不同区域对整体毛利额的贡献如何？,,分布类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,采购【总部】,营销【总部】",上个月，对整体毛利额贡献最高的10个商品是哪些？,,分布类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",上个月，华南区对整体毛利额贡献最高的10个商品是哪些？,,分布类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,采购【门店】",上个月，西湖店对整体毛利额贡献最高的10个商品是哪些？,,分布类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",上个月，西湖店母婴品类对整体毛利额贡献最高的10个商品是哪些？,,分布类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,采购【总部】,营销【总部】",上个月，母婴品类的毛利占比有何变化？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",上个月，华南区母婴品类的毛利占比有何变化？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利贡献,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",上个月，西湖店母婴品类的毛利占比有何变化？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,采购【总部】,营销【总部】",上个月的毛利率是多少？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,采购【总部】,营销【总部】",为什么上个月的毛利率同比下滑了？,,归因类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",上个月华南区的毛利率是多少？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",为什么上个月华南区的毛利率比前一个月下降了？,,归因类,毛利,,,,,,,,,,,,,,,,,
毛利率同比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本周的毛利率与上周同期相比有何变化？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,采购【总部】,营销【总部】",今年3月份的毛利率,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",今年3月份华南区的毛利率,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,采购【总部】,营销【总部】",上个月，哪些品类的毛利率最高？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",上个月，华南区哪些品类的毛利率最高？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,采购【门店】",上个月，西湖店哪些品类的毛利率最高？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,采购【总部】,营销【总部】",上个月各个区域的毛利率,,分布类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",今年西湖店的毛利率是多少？,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,采购【总部】,营销【总部】",今年哪些门店的毛利率最低,,排名类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",今年华南区哪些门店的毛利率最低,,排名类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,采购【总部】,营销【总部】",上个月母婴品类的毛利率,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",上个月华南区母婴品类的毛利率,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",上个月西湖店母婴品类的毛利率,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,采购【总部】,营销【总部】",上周金枕榴莲的毛利率,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",上周华南区金枕榴莲的毛利率,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",上周西湖店金枕榴莲的毛利率,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,营销【总部】",上个月线上渠道的毛利率,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,区域经理【总部】,营销【总部】",华南区上个月线上渠道的毛利率,,指标类,毛利,,,,,,,,,,,,,,,,,
毛利率,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店上个月线上渠道的毛利率,,指标类,毛利,,,,,,,,,,,,,,,,,
动销率,"老板【总部】,采购【总部】,营销【总部】",上个月的动销率是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
动销率,"老板【总部】,采购【总部】,营销【总部】",为什么3月的动销率比去年低？,,归因类,销售,,,,,,,,,,,,,,,,,
动销率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",上个月华南区的动销率是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
动销率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",上个月西湖店的动销率是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
动销率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",为什么月西湖店3月的动销率比2月下降了？,,归因类,销售,,,,,,,,,,,,,,,,,
动销率,"老板【总部】,采购【总部】,营销【总部】",上个月不同区域中动销率最高的区域是哪一个？,,指标类,销售,,,,,,,,,,,,,,,,,
动销率,"老板【总部】,采购【总部】,营销【总部】",上个月各区域的动销率排名,,排名类,销售,,,,,,,,,,,,,,,,,
动销率,"老板【总部】,采购【总部】,营销【总部】",上个月哪些门店的动销率表现最好？,,排名类,销售,,,,,,,,,,,,,,,,,
动销率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区上个月哪些门店的动销率表现最好？,,排名类,销售,,,,,,,,,,,,,,,,,
动销率,"老板【总部】,采购【总部】,营销【总部】",上个月哪些品类的动销率最高？,,排名类,销售,,,,,,,,,,,,,,,,,
动销率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区上个月哪些品类的动销率最高？,,排名类,销售,,,,,,,,,,,,,,,,,
动销率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",西湖店上个月哪些品类的动销率最高？,,排名类,销售,,,,,,,,,,,,,,,,,
动销率,"老板【总部】,采购【总部】,营销【总部】",今年的动销率月趋势怎样？,,趋势类,销售,,,,,,,,,,,,,,,,,
动销率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区今年的动销率月趋势怎样？,,趋势类,销售,,,,,,,,,,,,,,,,,
动销率,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",西湖店今年的动销率月趋势怎样？,,趋势类,销售,,,,,,,,,,,,,,,,,
售价,,,,,商品,,,,,,,,,,,,,,,,,
日均销售额,,,,,销售,,,,,,,,,,,,,,,,,
销售人效,老板【总部】,上月的销售人效是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
销售人效,老板【总部】,为什么上月的销售人效比前一个月下降了？,,归因类,销售,,,,,,,,,,,,,,,,,
销售人效,"老板【总部】,区域经理【总部】",华南区上月的销售人效是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
销售人效,"老板【总部】,区域经理【总部】",为什么华南区上月的销售人效同比降低了？,,归因类,销售,,,,,,,,,,,,,,,,,
销售人效,"老板【总部】,区域经理【总部】,店长【门店】",西湖店上月的销售人效是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
销售人效,"老板【总部】,区域经理【总部】,店长【门店】",为什么西湖店上月的销售人效环比下降了？,,归因类,销售,,,,,,,,,,,,,,,,,
销售人效同比,老板【总部】,上个月哪些区域的销售人效环比有提升？,,排名类,销售,,,,,,,,,,,,,,,,,
销售人效,老板【总部】,上个月，哪个区域的销售人效表现最为突出？,,指标类,销售,,,,,,,,,,,,,,,,,
销售人效,老板【总部】,上个月，哪些门店的销售人效最差？,,排名类,销售,,,,,,,,,,,,,,,,,
销售人效,"老板【总部】,区域经理【总部】",上个月，华南区哪些门店的销售人效最差？,,排名类,销售,,,,,,,,,,,,,,,,,
销售人效排名,"老板【总部】,区域经理【总部】,店长【门店】",深圳店在所有门店中销售人效排第几？,,指标类,销售,,,,,,,,,,,,,,,,,
销售人效排名,"老板【总部】,区域经理【总部】,店长【门店】",深圳店在华南区所有门店中销售人效排第几？,,指标类,销售,,,,,,,,,,,,,,,,,
销售人效,"老板【总部】,区域经理【总部】",在所有门店中，哪些门店的销售人效最需要改进？,,排名类,销售,,,,,,,,,,,,,,,,,
销售人效,老板【总部】,去年全年销售人效的波动情况如何，是否有明显的季节性变化？,,趋势类,销售,,,,,,,,,,,,,,,,,
销售人效,"老板【总部】,区域经理【总部】",华南区去年全年销售人效的波动情况如何，是否有明显的季节性变化？,,趋势类,销售,,,,,,,,,,,,,,,,,
销售人效,"老板【总部】,区域经理【总部】,店长【门店】",西湖店去年全年销售人效的波动情况如何，是否有明显的季节性变化？,,趋势类,销售,,,,,,,,,,,,,,,,,
销售坪效,老板【总部】,上月的销售坪效是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
销售坪效,老板【总部】,为什么上月的销售坪效比前一个月下降了？,,归因类,销售,,,,,,,,,,,,,,,,,
销售坪效,"老板【总部】,区域经理【总部】",华南区上月的销售坪效是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
销售坪效,"老板【总部】,区域经理【总部】",为什么华南区上月的销售坪效同比降低了？,,归因类,销售,,,,,,,,,,,,,,,,,
销售坪效,"老板【总部】,区域经理【总部】,店长【门店】",西湖店上月的销售坪效是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
销售坪效,"老板【总部】,区域经理【总部】,店长【门店】",为什么西湖店上月的销售坪效环比下降了？,,归因类,销售,,,,,,,,,,,,,,,,,
销售坪效同比,老板【总部】,上个月哪些区域的销售坪效环比有提升？,,排名类,销售,,,,,,,,,,,,,,,,,
销售坪效,老板【总部】,上个月，哪个区域的销售坪效表现最为突出？,,指标类,销售,,,,,,,,,,,,,,,,,
销售坪效,老板【总部】,上个月，哪些门店的销售坪效最差？,,排名类,销售,,,,,,,,,,,,,,,,,
销售坪效,"老板【总部】,区域经理【总部】",上个月，华南区哪些门店的销售坪效最差？,,排名类,销售,,,,,,,,,,,,,,,,,
销售坪效排名,"老板【总部】,区域经理【总部】,店长【门店】",深圳店在所有门店中销售坪效排第几？,,指标类,销售,,,,,,,,,,,,,,,,,
销售坪效排名,"老板【总部】,区域经理【总部】,店长【门店】",深圳店在华南区所有门店中销售坪效排第几？,,指标类,销售,,,,,,,,,,,,,,,,,
销售坪效,"老板【总部】,区域经理【总部】",在所有门店中，哪些门店的销售坪效最需要改进？,,排名类,销售,,,,,,,,,,,,,,,,,
销售坪效,老板【总部】,去年全年销售坪效的波动情况如何，是否有明显的季节性变化？,,趋势类,销售,,,,,,,,,,,,,,,,,
销售坪效,"老板【总部】,区域经理【总部】",华南区去年全年销售坪效的波动情况如何，是否有明显的季节性变化？,,趋势类,销售,,,,,,,,,,,,,,,,,
销售坪效,"老板【总部】,区域经理【总部】,店长【门店】",西湖店去年全年销售坪效的波动情况如何，是否有明显的季节性变化？,,趋势类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,营销【总部】",上个月，会员销售额是多少？,"上个月会员的销售金额是多少？
上月会员的营业收入如何？
上个月份的会员销售总额有多少？
前一个月会员的销售收入情况怎样？
前一个月会员的业绩如何？
最近一个月会员的营业收入是多少？
上个月份的会员销售收入怎样？
前一个月会员的营业收入如何？
会员在前一个月的销售额有多少？
最近一个月的会员销售情况如何？
上个月的会员销售业绩怎样？
上月会员的营业额是多少？
上个月会员的销售情况如何？
前一个月会员的销售金额有多少？
前一个月会员的销售总额如何？
最近一个月会员的收入情况怎样？
上个月会员的销售收入如何？
上月会员的营收情况如何？
上个月会员的销售业绩怎样？
前一个月会员的营业收入是多少？
最近一个月会员的销售收入情况如何？
上个月会员的销售额有多少？
上月会员的营业收入如何？",指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,营销【总部】",4月的会员销售额为什么比3月低？,,归因类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】",华南区上个月，会员销售额是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】",华南区3月的会员销售额为什么环比下滑了？,,归因类,销售,,,,,,,,,,,,,,,,,
会员销售额占比,"老板【总部】,营销【总部】",昨天的会员销售额占总销售额的百分比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额占比,"老板【总部】,区域经理【总部】,营销【总部】",华南区昨天的会员销售额占总销售额的百分比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额占比,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店昨天的会员销售额占总销售额的百分比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额同比,"老板【总部】,营销【总部】",本周的会员销售额与上周相比有何变化？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额同比,"老板【总部】,区域经理【总部】,营销【总部】",华南区本周的会员销售额与上周相比有何变化？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额同比,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店本周的会员销售额与上周相比有何变化？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,营销【总部】",上个月，各个区域的会员销售额怎样？,,分布类,销售,,,,,,,,,,,,,,,,,
会员销售额排名,"老板【总部】,营销【总部】",上个月，哪个区域的会员销售额最高？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",本月西湖店的会员销售额是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,营销【总部】",本月母婴品类的会员销售额是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】",本月华南区母婴品类的会员销售额是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】,品类长【门店】",本月西湖店母婴品类的会员销售额是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,营销【总部】",线上渠道会员销售额是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】",华南区线上渠道会员销售额是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店线上渠道会员销售额是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",去年全年，月会员销售额的增长趋势是怎样的？,,趋势类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",去年全年，西湖店的月会员销售额的增长趋势是怎样的？,,趋势类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】",去年全年，各区域的月会员销售额的增长趋势是怎样的？,,趋势类,销售,,,,,,,,,,,,,,,,,
非会员销售额,老板【总部】,,,,,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,营销【总部】",昨天的会员客单数是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,营销【总部】",昨天的会员客单数比前一天低的原因是什么？,,归因类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】",华南区昨天的会员客单数是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】",华南区昨天的会员客单数比去年低的原因是什么？,,归因类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店昨天的会员客单数是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数占比,"老板【总部】,营销【总部】",昨天的会员客单数占比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数占比,"老板【总部】,区域经理【总部】,营销【总部】",华南区昨天的会员客单数占比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数占比,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店昨天的会员客单数占比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,营销【总部】",本周与上周相比，会员客单数有何变化？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】",本周与上周相比，华南区会员客单数有何变化？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",本周与上周相比，西湖店会员客单数有何变化？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数占比,"老板【总部】,营销【总部】",本月的会员客单数占比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数占比,"老板【总部】,区域经理【总部】,营销【总部】",华南区本月的会员客单数占比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数占比,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店本月的会员客单数占比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,营销【总部】",上个月，哪些区域的会员客单数同比增长最快？,,排名类,销售,,,,,,,,,,,,,,,,,
会员客单数占比,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",上个月西湖店的会员客单数占比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,营销【总部】",上个月线上和线下渠道的会员客单数分别是多少？,,分布类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】",上个月华南区线上和线下渠道的会员客单数分别是多少？,,分布类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",上个月西湖店线上和线下渠道的会员客单数分别是多少？,,分布类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,营销【总部】",去年全年，会员客单数的月增长趋势如何？,,趋势类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】",去年全年，华南区会员客单数的月增长趋势如何？,,趋势类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",去年全年，西湖店会员客单数的月增长趋势如何？,,趋势类,销售,,,,,,,,,,,,,,,,,
非会员客单数,,,,,,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,营销【总部】",昨天的会员客单价是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,营销【总部】",4月的会员客单价同比下滑的影响因素是什么？,,归因类,销售,,,,,,,,,,,,,,,,,
