指标,角色,问题,问题的不同的问法,问题类型,展示方式,小程序跳转页面名称,小程序跳转页面路径,PC端跳转页面名称,PC端跳转页面路径,主题,精度,表,字段,维度(分组).1,维度限定条件,日期限定条件,维度(分组)（包括表名）,维度限定条件（包括表名）,答案-SQL部分,推荐的关联问题,结果+分析解读部分,意图识别场景,意图识别场景流程,意图识别场景参数
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类3月的销售额为什么比去年增长了？,,归因类,归因组件,,,,,销售,,,,,,销售.销售日期='今年3月' OR 销售.销售日期='去年3月',,,bigmodel/attributionAnalysis1 bigmodel/attributionAnalysis2,,,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",上个月的销售额是多少？,"上个月销售额咋样？
上个月的业绩如何？
上月的销售情况
上个月的销售额
营业收入，上个月
上个月，销售业绩
上个月，营业收入是多少？
上个月的销售总额
上个月，收入情况
上月，销售额有多少？
上个月，销售收入如何？
销售额，上个月
上个月，营收情况
上个月，销售了多少？
上个月，销售业绩怎样？
上个月，销售总额是多少？
上个月的销售总额有多少？
上月的业绩如何？
上个月的收入情况怎样？
上月的销售收入是多少？
上个月的营业收入是多少？
上个月的营业额是多少？
上个月的销售收入情况如何？
上月的销售情况怎样？
上个月的营业额是多少？
上个月的营收情况如何？
上个月的销售总额情况如何？
上月的营业收入情况怎样？
上个月的销售情况如何？
上月的销售收入情况怎样？
上个月的业绩情况如何？
上月的销售额情况如何？
上个月的营收情况怎样？
上月的营业额情况如何？
上个月的销售总额情况怎样？
上月的销售收入情况如何？
上个月的销售额情况如何？
上月的营业收入情况怎样？
上个月的营业额情况如何？
上个月的营收情况如何？
上个月的销售总额是多少？",指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,"{ ""accuracy"":{ ""销售额"":2 } , ""joint"":{ } } ",vw_dwd_fact_store_order_detail,vw_dwd_fact_store_order_detail.sales_amt,,,销售.销售日期='上个月',,," SELECT sum(sales_amt)  as '销售额' FROM vw_dwd_fact_store_order_detail  WHERE year(business_date)=year(date_sub(curdate(), interval 1 month)) and month(business_date)=month(date_sub(curdate(), interval 1 month))",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",上个月每个区域的销售额分别是多少？,"上个月各个区域卖了多少？
各区域上月的销售额咋样？
上月，各个区域销售额如何？
上个月各区域的销售额？
上个月各区的营业额是多少？
上月各区域的销售收入？
上个月每个区域的销售情况怎样？
上月各区销售怎样？
上月，各区域卖了多少？
前一个月，每个区收入？
上月，各区营业额？
上月，各区销售金额？
前一个月，各区销售？
上月，各区销售总额？
上月，各区销售收入？
前一个月，各区营业额？
上月，各区营业收入？
上月，各区卖了多少？
前一个月，各区销售总额？
上月，各区销售金额？
上月，各区营收？
前一个月，各区销售？
上月，各区销售总额？
上月，各区收入？
前一个月，各区销售收入？
上月，各区卖了多少？
上月，各区营业收入？
前一个月，各区销售？",分布类,多维下钻组件,,,,,销售,"{ ""accuracy"":{ ""销售额"":2 } , ""joint"":{ } } ",,,门店.区域名称,,销售.销售日期='上个月',门店维度表.区域名称,,"SELECT ds.area_name  as '区域名称', sum(od.sales_amt)  as '销售额' FROM vw_dwd_fact_store_order_detail AS od JOIN vw_dwd_dim_store AS ds ON od.store_id = ds.store_id WHERE year(business_date)=year(date_sub(curdate(), interval 1 month)) and month(business_date)=month(date_sub(curdate(), interval 1 month)) GROUP BY ds.area_name",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",3月每个区域的销售额分别是多少？,"2024年3月，各区卖了多少？
三月，各区营业收入？
三月各区域业绩？
3月各区域营收如何？
202403，各区业绩？
2024年3月，各区销售？
202403，各区销售总额？
3月，各区销售情况？
3月，各区销售收入？
2024年3月，各区营业收入？
三月，各区收入情况？
202403，各区卖了多少？
3月，各区销售总额？
2024年3月，各区销售情况？
三月，各区收入？
202403，各区销售收入？
3月，各区营业收入？
2024年3月，各区业绩？
三月，各区销售？
202403，各区收入情况？
3月，各区销售金额？
2024年3月，各区卖了多少？
202403，各区销售情况？
三月，各区营业收入？
3月，各区营业额？
2024年3月，各区销售？
三月，各区销售总额？
202403，各区收入？
3月，各区销售收入？",分布类,多维下钻组件,,,,,销售,"{ ""accuracy"":{ ""销售额"":2 } , ""joint"":{ } } ",,,门店.区域名称,,销售.销售日期='今年3月',门店维度表.区域名称,,"SELECT ds.area_name  as '区域名称', sum(od.sales_amt)  as '销售额' FROM vw_dwd_fact_store_order_detail AS od JOIN vw_dwd_dim_store AS ds ON od.store_id = ds.store_id WHERE year(business_date)=2024 and month(business_date)=3 GROUP BY ds.area_name",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",3月份每天的销售额如何？,"3月日销售情况？
3月日收入怎样？
2024年3月的日销售？
三月日销售额？
202403日销售如何？
3月日销售总额？
3月日销售收入？
2024年3月日销额？
三月日营收情况？
3月日销售？
202403日收入？
3月日营业收入？
2024年3月日销售情况？
三月日销售金额？
3月日销售业绩？
202403日销售总额？
3月日卖了多少？
2024年3月日营业收入？
三月日销售收入？
3月日销售情况咋样？
202403日销售情况？
3月日销售收入如何？
2024年3月日销售？
三月日销额？
3月日营业收入？
202403日销售收入情况？
3月日销售情况？
2024年3月日销售收入？
三月日销售总额？
3月日销售情况？
202403日销售？
3月日销售？
2024年3月日销额？
三月日营收？
3月日销售金额？
202403日销售情况？",趋势类,折线图,,,,,销售,"{ ""accuracy"":{ ""销售额"":2 } , ""joint"":{ } } ",,,销售.销售日期,,销售.销售日期='今年3月',销售事实表.销售日期,,"SELECT business_date  as '销售日期' , sum(sales_amt)  as '销售额' FROM vw_dwd_fact_store_order_detail WHERE year(business_date)=2024 and month(business_date)=3 GROUP BY business_date ORDER BY business_date",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",上个月每天的销售额如何？,"上月日营收？
上月每日卖了多少？
上月每日业绩？
上月日销售总额？
上月日销售情况？
上月日销售收入情况？
上月的日销售？
上月日销售业绩如何？
上月日销售总额多少？
上月日销售？
上月日销售金额？
上月日营业收入？
上月日销售业绩？
上月日销售收入？",趋势类,折线图,,,,,销售,"{ ""accuracy"":{ ""销售额"":2 } , ""joint"":{ } } ",,,销售.销售日期,,销售.销售日期='上个月',销售事实表.销售日期,," SELECT business_date  as '销售日期' , sum(sales_amt)  as '销售额' FROM vw_dwd_fact_store_order_detail WHERE year(business_date)=year(date_sub(curdate(), interval 1 month)) and month(business_date)=month(date_sub(curdate(), interval 1 month)) GROUP BY business_date ORDER BY business_date ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区3月份每天的销售额如何？,"三月份的华南区，每天的销售额如何？
华南区在3月份，每天的销售了多少？
每天的销售额，三月份的华南区是多少？
华南区，三月份每天的销售金额怎样？
三月份，华南区每天的营收情况如何？
华南区的三月份，每天的营业收入怎么样？
3月份，华南区每天卖了多少？
华南区三月份每天的销售总额是多少？
华南区每天的收入，三月份如何？
华南区，三月份每天的销售收入是多少？
三月份，华南区每天的营业额是多少？
华南区三月份，每天的业绩怎样？
每天的销售，华南区三月份如何？
华南区三月份每天的营收有多少？
每天，华南区三月份的销售金额是多少？
华南区，三月份每天卖了多少钱？
三月份，华南区每天的销售总额多少？
华南区，三月份每天的销售收入情况如何？
华南区在3月份，每天卖了多少？
华南区三月份，每天的营业额是多少？
三月份的华南区，每日的销售额怎样？
华南区在3月，每天销售了多少钱？
每日的营收，三月份的华南区是多少？
华南区，三月每日的营业收入怎么样？
3月份，华南区每日卖了多少？
华南区三月每日的销售总额是多少？
华南区每日的收入，三月份怎么样？
华南区，三月每日的销售收入怎么样？
三月份，华南区每日的营业额是多少？
华南区三月份，每日的业绩怎么样？
每日的销售，华南区三月份怎么样？
华南区三月每日的营收是多少？
每日，华南区三月的销售金额是多少？
华南区，三月份每日销售了多少钱？
三月份，华南区每日的销售总额怎么样？
华南区，三月每日的销售收入情况怎么样？
华南区在三月份，每日卖了多少？
华南区三月份，每日的营业额怎么样？
华南区在3月，每日销售了多少？
三月华南区，每日的销售额如何？
华南区在三月份，每一天的销售额情况如何？
每一天在三月份，华南区的销售额是多少？
华南区三月份的每日销售额情况如何？
每日在三月份，华南区的销售额是怎样的？
华南区三月份每一天的销售情况如何？
三月份每一天，华南区的销售额是多少？
华南区在三月份，每日的销售情况怎样？
每天在三月份，华南区的销售额是怎样的？
华南区三月份的每日销售额是多少？
三月份每天，华南区的销售额情况如何？
华南区在三月份，每天的销售额是怎样的？
三月份每日，华南区的销售额是多少？
华南区三月份每日的销售额是多少？
三月份每日，华南区的销售额情况如何？
华南区在三月份，每日销售了多少金额？

",趋势类,折线图,,,,,销售,"{ ""accuracy"":{ ""销售额"":2 } , ""joint"":{ } } ",,,销售.销售日期,门店.区域名称='华南区',销售.销售日期='今年3月',销售事实表.销售日期,门店维度表.区域名称='华南区'," SELECT od.business_date  as '销售日期' , sum(od.sales_amt)  as '销售额' FROM vw_dwd_fact_store_order_detail AS od JOIN vw_dwd_dim_store AS ds ON od.store_id = ds.store_id WHERE ds.area_name='华南区' and year(od.business_date)=2024 and month(od.business_date)=3 GROUP BY od.business_date ORDER BY od.business_date",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,采购【门店】",深圳XXX路店3月份每天的销售额如何？,"深圳XXX路店3月份，每天的销售额如何？
深圳XXX路店，三月份每天的销售额是怎么样的？
三月份，深圳XXX路店每天的销售额是多少？
深圳XXX路店三月份，每天的销售额怎样？
3月份，深圳XXX路店每天的销售额怎么样？
深圳XXX路店三月份每天的销售额是多少？
深圳XXX路店，三月份每天的销售额是多少？
三月份，深圳XXX路店每天的销售额怎么样？
深圳XXX路店三月份，每天的销售额是多少？
深圳XXX路店三月份每天的销售额有多少？
深圳XXX路店，三月份每天的销售额怎么样？
三月份，深圳XXX路店每天的销售额多少？
深圳XXX路店，三月份每天的销售额情况如何？
深圳XXX路店在3月份，每天的销售额是多少？
深圳XXX路店三月份，每天的销售额如何？
三月的深圳XXX路店，每天的销售额如何？
深圳XXX路店三月份，每天销售了多少？
深圳XXX路店三月份每天的营业额是多少？
深圳XXX路店3月份，每天的销售收入怎么样？
三月份的每一天，深圳XXX路店的销售额是多少？
在三月份，深圳XXX路店每天的销售额有多少？
三月份深圳XXX路店的每日销售额是怎么样的？
深圳XXX路店在三月份每天的销售额是怎样的？
深圳XXX路店的每日销售额在三月份是多少？
三月份，深圳XXX路店的每日销售额是如何的？
三月份深圳XXX路店的每天销售额是怎么样的？
深圳XXX路店在三月份每天的销售额有多少？
三月份，深圳XXX路店每天的销售额是多少？
三月份深圳XXX路店的每日销售额是多少？
深圳XXX路店在三月份每日的销售额是怎样的？
在三月份，深圳XXX路店的每日销售额是多少？
三月份深圳XXX路店的每天销售额是多少？
深圳XXX路店在三月份每日的销售额有多少？
三月份，深圳XXX路店每天的销售额是多少？
三月份深圳XXX路店的每日销售额是多少？",趋势类,折线图,,,,,销售,"{ ""accuracy"":{ ""销售额"":2 } , ""joint"":{ } } ",,,销售.销售日期,门店.门店名称='深圳XXX路店',销售.销售日期='今年3月',销售事实表.销售日期,门店维度表.门店名称='深圳XXX路店',"SELECT od.business_date  as '销售日期' , sum(od.sales_amt)  as '销售额' FROM vw_dwd_fact_store_order_detail AS od JOIN vw_dwd_dim_store AS ds ON od.store_id = ds.store_id WHERE ds.store_name='深圳XXX路店' and year(od.business_date)=2024 and month(od.business_date)=3 GROUP BY od.business_date ORDER BY od.business_date",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类3月份每天的销售额如何？,"深圳XXX路店婴儿用品品类在3月份每天的销售额？
三月份每天，深圳XXX路店婴儿用品品类销售了多少？
深圳XXX路店三月份每天的婴儿用品品类销售总额如何？
三月份每天，深圳XXX路店的婴儿用品品类业绩是多少？
深圳XXX路店婴儿用品品类在三月份每天卖了多少钱？
婴儿用品品类在3月份每天的销售额，深圳XXX路店？
每天的销售额，深圳XXX路店婴儿用品品类，三月份？
三月份每天，深圳XXX路店婴儿用品品类收入如何？
深圳XXX路店婴儿用品品类，三月份每天营收？
三月份，深圳XXX路店婴儿用品品类每天的营业收入是多少？
三月份，深圳XXX路店婴儿用品品类的销售金额每天是多少？
每天的销售，三月份，深圳XXX路店婴儿用品品类？
深圳XXX路店婴儿用品品类在三月份每天的销售收入是多少？
营业收入，三月份每天，深圳XXX路店婴儿用品品类？
婴儿用品品类，三月份每天，深圳XXX路店的销售额？
三月份，每天的销售额，深圳XXX路店婴儿用品品类？
每天的营收，三月份，深圳XXX路店婴儿用品品类？
深圳XXX路店婴儿用品品类三月份每天的营业额是多少？
每天的业绩，三月份，深圳XXX路店婴儿用品品类？
三月份，深圳XXX路店婴儿用品品类每天卖了多少钱？
深圳XXX路店婴儿用品品类，每天的销售金额，三月份？
每天的收入，三月份，深圳XXX路店婴儿用品品类？
深圳XXX路店婴儿用品品类，三月份每天的销售额是多少？
三月份，每天卖了多少，深圳XXX路店婴儿用品品类？
每天的营业收入，三月份，深圳XXX路店婴儿用品品类？
深圳XXX路店婴儿用品品类，三月份每天的销售额是多少？
三月份，每天的营业额，深圳XXX路店婴儿用品品类？
深圳XXX路店婴儿用品品类，三月份每天的销售收入？
每天卖了多少钱，三月份，深圳XXX路店婴儿用品品类？
每天的销售，三月份，深圳XXX路店婴儿用品品类？
三月份，深圳XXX路店婴儿用品品类每天的营业收入？
营收情况，三月份每天，深圳XXX路店婴儿用品品类？
深圳XXX路店婴儿用品品类，三月份每天的业绩如何？
每天的销售金额，三月份，深圳XXX路店婴儿用品品类？
三月份每天，深圳XXX路店婴儿用品品类的销售收入是多少？
深圳XXX路店婴儿用品品类，三月份每天的收入？
每天的营业额，三月份，深圳XXX路店婴儿用品品类？
三月份每天，深圳XXX路店婴儿用品品类的营收如何？
深圳XXX路店婴儿用品品类，三月份每天销售了多少？
每天的收入，三月份，深圳XXX路店婴儿用品品类？
三月份，深圳XXX路店婴儿用品品类每天的销售额？
深圳XXX路店婴儿用品品类，三月份每天的营业额如何？
每天卖了多少，三月份，深圳XXX路店婴儿用品品类？
三月份每天，深圳XXX路店婴儿用品品类的销售额？
深圳XXX路店婴儿用品品类，三月份每天的业绩？
每天的销售总额，三月份，深圳XXX路店婴儿用品品类？
三月份，深圳XXX路店婴儿用品品类每天的收入如何？
深圳XXX路店婴儿用品品类，三月份每天的营收？
每天的业绩，三月份，深圳XXX路店婴儿用品品类？
三月份每天，深圳XXX路店婴儿用品品类卖了多少钱？",趋势类,折线图,,,,,销售,"{ ""accuracy"":{ ""销售额"":2 } , ""joint"":{ } } ",,,销售.销售日期,门店.门店名称='深圳XXX路店' AND 商品.大类名称='婴儿用品',销售.销售日期='今年3月',销售事实表.销售日期,门店维度表.门店名称='深圳XXX路店' AND 商品维度表.大类名称='婴儿用品',"SELECT od.business_date  as '销售日期' , sum(od.sales_amt)  as '销售额' FROM vw_dwd_fact_store_order_detail AS od JOIN vw_dwd_dim_store AS ds ON od.store_id = ds.store_id JOIN vw_dwd_dim_item AS di ON od.item_id = di.item_id WHERE ds.store_name='深圳XXX路店' and di.category_name_level1='婴儿用品' and year(od.business_date)=2024 and month(od.business_date)=3 GROUP BY od.business_date ORDER BY od.business_date",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本季度到目前为止，深圳XXX路店和广州XXX路店各自的销售额是多少？,"西湖和广州XXX路店，本季销售多少？
深圳XXX路店，广州XXX路店，季度销售？
西湖和江北，季初至今营收？
深圳XXX路店销售总额，广州XXX路店？
广州XXX路店，深圳XXX路店，本季销售额。
本季西湖，江北销售如何？
深圳XXX路店，广州XXX路店，目前销售情况？
西湖与江北，季度销售总额。
深圳XXX路店，广州XXX路店，季初至现销售。
西湖和江北，季度收入比较。
西湖分店，江北分店，季销售额。
深圳XXX路店，广州XXX路店，本季营收对比。
深圳XXX路店铺，广州XXX路店铺，季初至今销售。
深圳XXX路店，广州XXX路店，季销售总额。
西湖，江北，本季销售对比。
西湖分店，广州XXX路店铺，季销售。
深圳XXX路店，广州XXX路店，季初至今营收。
深圳XXX路店铺，广州XXX路店，季度销售。
西湖，江北，季初至现营业额。
深圳XXX路店，广州XXX路店，季度销售总额。
西湖分店，广州XXX路店，季收入情况。
深圳XXX路店，广州XXX路店铺，季初至现销售总额。
西湖，江北，季度销售收入。
深圳XXX路店，广州XXX路店，季销售业绩。
西湖分店，广州XXX路店铺，季营收。
深圳XXX路店，广州XXX路店，季销售情况。
深圳XXX路店铺，广州XXX路店，季初至现营业额。
西湖和江北，季度销售总额。
深圳XXX路店，广州XXX路店，季销售收入。
西湖分店，广州XXX路店铺，季销售总额。",排名类,表格,,,,,销售,"{ ""accuracy"":{ ""销售额"":2 } , ""joint"":{ } } ",,,门店.门店名称,"门店.门店名称 IN ('深圳XXX路店','广州XXX路店')",销售.销售日期='本季度',门店维度表.门店名称,"门店维度表.门店名称 IN ('深圳XXX路店','广州XXX路店')","SELECT ds.store_name  as '门店名称' , sum(od.sales_amt)  as '销售额' FROM vw_dwd_fact_store_order_detail AS od JOIN vw_dwd_dim_store AS ds ON od.store_id = ds.store_id WHERE ds.store_name in ('深圳XXX路店', '广州XXX路店') and year(od.business_date)=year(now()) and quarter(od.business_date)=quarter(now()) GROUP BY ds.store_name",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
